TRAP[requestID=496117487, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 67 days, 22:05:39.95; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407192180; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 05:26:55; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBLH11-KBL370_MASJED_E_SANGKASHA_JTTS_P3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 19; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=298,BTS=84; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 1280597; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Failure, Site No.=84, Site Type=BTS3900A GSM, Site Name=KBL370_MASJED_E_SANGKASHA_JTTS_P3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=<NULL>]]
TRAP[requestID=496704889, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 20:32:25.71; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407317303; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-04 03:53:44; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL020_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=466; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 18056; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=AC Failure; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=UL, AFFECTED_RAT=UL, DID=0, Cumulative Duration(s)=40, eNodeBId=1020]]
TRAP[requestID=496706344, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 20:34:24.61; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407317567; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-04 03:55:43; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = TKRH01-TKR025_SARAKESARAISANG_CPX_P2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 19; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=297,BTS=1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 90515; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Failure, Site No.=1, Site Type=BTS3900A GSM, Site Name=TKR025_SARAKESARAISANG_CPX_P2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=G, AFFECTED_RAT=G, DID=<NULL>]]
TRAP[requestID=496706364, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 20:34:28.28; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407317568; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-04 03:56:22; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBLH12-KBL177_TXN_DOGH_ABAD_JTTS_P3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 19; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=291,BTS=0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 1464739; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Undervoltage, Site No.=0, Site Type=BTS3900A GSM, Site Name=KBL177_TXN_DOGH_ABAD_JTTS_P3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=<NULL>]]
TRAP[requestID=496706489, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 20:34:38.25; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407317597; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-04 03:55:56; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL177_UL_TXN_JTTS; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1331; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 20513; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=AC Undervoltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=40, eNodeBId=177]]
TRAP[requestID=496707074, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 20:35:39.32; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407317714; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-04 03:56:57; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBLH11-KBL370_MASJED_E_SANGKASHA_JTTS_P3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 19; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=298,BTS=84; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 1282280; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Failure, Site No.=84, Site Type=BTS3900A GSM, Site Name=KBL370_MASJED_E_SANGKASHA_JTTS_P3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=<NULL>]]
TRAP[requestID=496707194, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 20:35:56.61; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407317736; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-04 03:57:12; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = SBRH01-SBR024_TASH_KOTAL_DARZAB_MTN(JZN011)_P1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 19; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=258,BTS=0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 198500; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Failure, Site No.=0, Site Type=BTS3900A GSM, Site Name=SBR024_TASH_KOTAL_DARZAB_MTN(JZN011)_P1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GU, AFFECTED_RAT=GU, DID=<NULL>]]
TRAP[requestID=496707884, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 20:37:41.45; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407317567; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-04 03:55:43; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = TKRH01-TKR025_SARAKESARAISANG_CPX_P2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 19; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=297,BTS=1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 90515; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-03-04 03:56:39; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Failure, Site No.=1, Site Type=BTS3900A GSM, Site Name=TKR025_SARAKESARAISANG_CPX_P2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=G, AFFECTED_RAT=G, DID=<NULL>]]
TRAP[requestID=496708054, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 20:38:15.05; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407317917; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-04 03:59:31; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL039_MBSC-KBL251_KARTE_NOW_STREET_27_PT_P3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 19; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1667,BTS=46; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 167532; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Undervoltage, Site No.=46, Site Type=BTS3900A GSM, Site Name=KBL251_KARTE_NOW_STREET_27_PT_P3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GU, AFFECTED_RAT=GU, DID=<NULL>]]
TRAP[requestID=496708264, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 20:38:29.26; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407317959; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-04 03:59:45; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBLH08-KBL363_KARIZ_MIR_OF_KABUL_CITY_AFTEL(KAB017)_P3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 19; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=289,BTS=54; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 1557417; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Undervoltage, Site No.=54, Site Type=BTS3900A GSM, Site Name=KBL363_KARIZ_MIR_OF_KABUL_CITY_AFTEL(KAB017)_P3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=G, AFFECTED_RAT=G, DID=<NULL>]]
TRAP[requestID=496708369, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 20:38:33.78; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407317983; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-04 03:59:51; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL330_UL_JTTS; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=535; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 13977; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 25622; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=AC Failure; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = Mains Input Out of Range; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=40, eNodeBId=330]]
