TRAP[requestID=490764550, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 60 days, 3:57:51.83; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 406061077; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-02-23 11:19:48; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL391_UL_JTTS; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=854; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 31337; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=991]]
TRAP[requestID=1353949603, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 19:24:30.61; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412253841; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 10:36:34; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL394_UL_QZ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=996; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 25132; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=394]]
TRAP[requestID=1353950953, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 19:26:54.39; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412253841; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 10:36:34; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL394_UL_QZ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=996; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 25132; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-04-13 10:38:58; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=394]]
TRAP[requestID=1353951213, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 19:27:35.50; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412254170; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 10:39:41; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL394_UL_QZ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=996; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 25133; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=394]]
TRAP[requestID=1353955448, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 19:36:17.66; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412254170; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 10:39:41; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL394_UL_QZ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=996; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 25133; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-04-13 10:48:22; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=394]]
TRAP[requestID=1353955533, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 19:36:30.06; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412255080; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 10:48:34; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL394_UL_QZ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=996; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 25134; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=394]]
TRAP[requestID=1353955573, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 19:36:36.27; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412255080; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 10:48:34; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL394_UL_QZ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=996; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 25134; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-04-13 10:48:40; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=394]]
TRAP[requestID=1353955828, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 19:37:02.68; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412255138; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 10:49:08; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL394_UL_QZ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=996; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 25135; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=394]]
TRAP[requestID=1353961783, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 19:47:50.94; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412255138; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 10:49:08; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL394_UL_QZ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=996; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 25135; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-04-13 10:59:55; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=394]]
TRAP[requestID=1353966418, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 19:54:51.61; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412257304; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 11:06:55; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL394_UL_QZ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=996; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 25136; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=394]]
TRAP[requestID=1353968498, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 19:58:48.70; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412257737; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 11:10:52; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL154_UL_PT; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=714; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 48752; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 65069; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Cabinet No.=0, Subrack No.=0, Slot No.=19, Port No.=2, Board Type=UPEU, Manager Cabinet No.=NULL, Manager Subrack No.=NULL, User Label=NULL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB DC Under Voltage; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 =  ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=1154]]
