TRAP[requestID=490765250, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 60 days, 3:59:43.37; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 406061219; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-02-23 11:20:11; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KDZ026_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1587; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 34; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=KDZL026, S1 Interface ID=0, CN Operator ID=0, Description=NULL, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=UL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90]]
TRAP[requestID=1353811698, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 14:46:43.58; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412224605; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 05:53:49; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KDZ021_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1568; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 952; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-04-13 05:55:50; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=KDZL021, S1 Interface ID=0, CN Operator ID=0, Description=MME:MCC_412 MNC_20 MMEI_8004_1, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=UL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=6021]]
TRAP[requestID=1353817653, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 14:56:34.61; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412226403; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 06:06:14; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = MZR135_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1103; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 29096; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=MZRL135, S1 Interface ID=0, CN Operator ID=0, Description=NULL, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=4135]]
TRAP[requestID=1353817683, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 14:56:34.62; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412226403; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 06:06:14; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = MZR135_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1103; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 29096; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-04-13 06:07:48; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=MZRL135, S1 Interface ID=0, CN Operator ID=0, Description=NULL, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=4135]]
TRAP[requestID=1353836333, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 15:32:51.75; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412230373; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 06:43:34; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KDZ021_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1568; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 954; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=KDZL021, S1 Interface ID=0, CN Operator ID=0, Description=MME:MCC_412 MNC_20 MMEI_8004_1, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=UL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=6021]]
TRAP[requestID=1353836778, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 15:33:10.08; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412230373; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 9; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 06:43:34; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KDZ021_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1568; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 954; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=KDZL021, S1 Interface ID=0, CN Operator ID=0, Description=MME:MCC_412 MNC_20 MMEI_8004_1, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=UL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=6021]]
TRAP[requestID=1353838533, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 15:36:07.53; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412230373; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 06:43:34; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KDZ021_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1568; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 954; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-04-13 06:45:14; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=KDZL021, S1 Interface ID=0, CN Operator ID=0, Description=MME:MCC_412 MNC_20 MMEI_8004_1, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=UL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=6021]]
TRAP[requestID=1353841148, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 15:41:00.93; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412231410; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 06:48:48; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = MZR002_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=378; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 626; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=MZRL002, S1 Interface ID=0, CN Operator ID=0, Description=NULL, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=4002]]
TRAP[requestID=1353841223, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 15:41:00.95; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412231410; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 06:48:48; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = MZR002_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=378; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 626; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-04-13 06:52:17; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=MZRL002, S1 Interface ID=0, CN Operator ID=0, Description=NULL, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=4002]]
TRAP[requestID=1353841583, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 15:41:41.88; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412231503; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 06:43:41; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = MZR134_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1130; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 2991; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=MZRL134, S1 Interface ID=0, CN Operator ID=0, Description=MME:MCC_412 MNC_20 MMEI_32769_2, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=4134]]
TRAP[requestID=1353841683, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 39 days, 15:41:41.91; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 412231503; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-04-13 06:43:41; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = MZR134_UL; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 194; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1130; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 2991; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 29201; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 3; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-04-13 06:52:57; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = eNodeB Function Name=MZRL134, S1 Interface ID=0, CN Operator ID=0, Description=MME:MCC_412 MNC_20 MMEI_32769_2, Local Description=eNB:MCC_412 MNC_20, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = S1 Interface Fault; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=4134]]
